glyph_index	shift_jis	character
2249	8CC9	庫
2250	8CCA	弧
2251	8CCB	戸
2252	8CCC	故
2253	8CCD	枯
2254	8CCE	湖
2255	8CCF	狐
2256	8CD0	糊
2257	8CD1	袴
2258	8CD2	股
2259	8CD3	胡
2260	8CD4	菰
2261	8CD5	虎
2262	8CD6	誇
2263	8CD7	跨
2264	8CD8	鈷
2265	8CD9	雇
2266	8CDA	顧
2267	8CDB	鼓
2268	8CDC	五
2269	8CDD	互
2270	8CDE	伍
2271	8CDF	午
2272	8CE0	呉
2273	8CE1	吾
2274	8CE2	娯
2275	8CE3	後
2276	8CE4	御
2277	8CE5	悟
2278	8CE6	梧
2279	8CE7	檎
2280	8CE8	瑚
2281	8CE9	碁
2282	8CEA	語
2283	8CEB	誤
2284	8CEC	護
2285	8CED	醐
2286	8CEE	乞
2287	8CEF	鯉
2288	8CF0	交
2289	8CF1	佼
2290	8CF2	侯
2291	8CF3	候
2292	8CF4	倖
2293	8CF5	光
2294	8CF6	公
2295	8CF7	功
2296	8CF8	効
2297	8CF9	勾
2298	8CFA	厚
2299	8CFB	口
2300	8CFC	向
2304	8D40	后
2305	8D41	喉
2306	8D42	坑
2307	8D43	垢
2308	8D44	好
2309	8D45	孔
2310	8D46	孝
2311	8D47	宏
2312	8D48	工
2313	8D49	巧
2314	8D4A	巷
2315	8D4B	幸
2316	8D4C	広
2317	8D4D	庚
2318	8D4E	康
2319	8D4F	弘
2320	8D50	恒
2321	8D51	慌
2322	8D52	抗
2323	8D53	拘
2324	8D54	控
2325	8D55	攻
2326	8D56	昂
2327	8D57	晃
2328	8D58	更
2329	8D59	杭
2330	8D5A	校
2331	8D5B	梗
2332	8D5C	構
2333	8D5D	江
2334	8D5E	洪
2335	8D5F	浩
2336	8D60	港
2337	8D61	溝
2338	8D62	甲
2339	8D63	皇
2340	8D64	硬
2341	8D65	稿
2342	8D66	糠
2343	8D67	紅
2344	8D68	紘
2345	8D69	絞
2346	8D6A	綱
2347	8D6B	耕
2348	8D6C	考
2349	8D6D	肯
2350	8D6E	肱
2351	8D6F	腔
2352	8D70	膏
2353	8D71	航
2354	8D72	荒
2355	8D73	行
2356	8D74	衡
2357	8D75	講
2358	8D76	貢
2359	8D77	購
2360	8D78	郊
2361	8D79	酵
2362	8D7A	鉱
2363	8D7B	砿
2364	8D7C	鋼
2365	8D7D	閤
2366	8D7E	降
2368	8D80	項
2369	8D81	香
2370	8D82	高
2371	8D83	鴻
2372	8D84	剛
2373	8D85	劫
2374	8D86	号
2375	8D87	合
2376	8D88	壕
2377	8D89	拷
2378	8D8A	濠
2379	8D8B	豪
2380	8D8C	轟
2381	8D8D	麹
2382	8D8E	克
2383	8D8F	刻
2384	8D90	告
2385	8D91	国
2386	8D92	穀
2387	8D93	酷
2388	8D94	鵠
2389	8D95	黒
2390	8D96	獄
2391	8D97	漉
2392	8D98	腰
2393	8D99	甑
2394	8D9A	忽
2395	8D9B	惚
2396	8D9C	骨
2397	8D9D	狛
2398	8D9E	込
2399	8D9F	此
2400	8DA0	頃
2401	8DA1	今
2402	8DA2	困
2403	8DA3	坤
2404	8DA4	墾
2405	8DA5	婚
2406	8DA6	恨
2407	8DA7	懇
2408	8DA8	昏
2409	8DA9	昆
2410	8DAA	根
2411	8DAB	梱
2412	8DAC	混
2413	8DAD	痕
2414	8DAE	紺
2415	8DAF	艮
2416	8DB0	魂
2417	8DB1	些
2418	8DB2	佐
2419	8DB3	叉
2420	8DB4	唆
2421	8DB5	嵯
2422	8DB6	左
2423	8DB7	差
2424	8DB8	査
2425	8DB9	沙
2426	8DBA	瑳
2427	8DBB	砂
2428	8DBC	詐
2429	8DBD	鎖
2430	8DBE	裟
2431	8DBF	坐
2432	8DC0	座
2433	8DC1	挫
2434	8DC2	債
2435	8DC3	催
2436	8DC4	再
2437	8DC5	最
2438	8DC6	哉
2439	8DC7	塞
2440	8DC8	妻
2441	8DC9	宰
2442	8DCA	彩
2443	8DCB	才
2444	8DCC	採
2445	8DCD	栽
2446	8DCE	歳
2447	8DCF	済
2448	8DD0	災
2449	8DD1	采
2450	8DD2	犀
2451	8DD3	砕
2452	8DD4	砦
2453	8DD5	祭
2454	8DD6	斎
2455	8DD7	細
2456	8DD8	菜
2457	8DD9	裁
2458	8DDA	載
2459	8DDB	際
2460	8DDC	剤
2461	8DDD	在
2462	8DDE	材
2463	8DDF	罪
2464	8DE0	財
2465	8DE1	冴
2466	8DE2	坂
2467	8DE3	阪
2468	8DE4	堺
2469	8DE5	榊
2470	8DE6	肴
2471	8DE7	咲
2472	8DE8	崎
2473	8DE9	埼
2474	8DEA	碕
2475	8DEB	鷺
2476	8DEC	作
2477	8DED	削
2478	8DEE	咋
2479	8DEF	搾
2480	8DF0	昨
2481	8DF1	朔
2482	8DF2	柵
2483	8DF3	窄
2484	8DF4	策
2485	8DF5	索
2486	8DF6	錯
2487	8DF7	桜
2488	8DF8	鮭
2489	8DF9	笹
2490	8DFA	匙
2491	8DFB	冊
2492	8DFC	刷
2496	8E40	察
2497	8E41	拶
2498	8E42	撮
2499	8E43	擦
2500	8E44	札
2501	8E45	殺
2502	8E46	薩
2503	8E47	雑
2504	8E48	皐
2505	8E49	鯖
2506	8E4A	捌
2507	8E4B	錆
2508	8E4C	鮫
2509	8E4D	皿
2510	8E4E	晒
2511	8E4F	三
2512	8E50	傘
2513	8E51	参
2514	8E52	山
2515	8E53	惨
2516	8E54	撒
2517	8E55	散
2518	8E56	桟
2519	8E57	燦
2520	8E58	珊
2521	8E59	産
2522	8E5A	算
2523	8E5B	纂
2524	8E5C	蚕
2525	8E5D	讃
2526	8E5E	賛
2527	8E5F	酸
2528	8E60	餐
2529	8E61	斬
2530	8E62	暫
2531	8E63	残
2532	8E64	仕
2533	8E65	仔
2534	8E66	伺
2535	8E67	使
2536	8E68	刺
2537	8E69	司
2538	8E6A	史
2539	8E6B	嗣
2540	8E6C	四
2541	8E6D	士
2542	8E6E	始
2543	8E6F	姉
2544	8E70	姿
2545	8E71	子
2546	8E72	屍
2547	8E73	市
2548	8E74	師
2549	8E75	志
2550	8E76	思
2551	8E77	指
2552	8E78	支
2553	8E79	孜
2554	8E7A	斯
2555	8E7B	施
2556	8E7C	旨
2557	8E7D	枝
2558	8E7E	止
2560	8E80	死
2561	8E81	氏
2562	8E82	獅
2563	8E83	祉
2564	8E84	私
2565	8E85	糸
2566	8E86	紙
2567	8E87	紫
2568	8E88	肢
2569	8E89	脂
2570	8E8A	至
2571	8E8B	視
2572	8E8C	詞
2573	8E8D	詩
2574	8E8E	試
2575	8E8F	誌
2576	8E90	諮
2577	8E91	資
2578	8E92	賜
2579	8E93	雌
2580	8E94	飼
2581	8E95	歯
2582	8E96	事
2583	8E97	似
2584	8E98	侍
2585	8E99	児
2586	8E9A	字
2587	8E9B	寺
2588	8E9C	慈
2589	8E9D	持
2590	8E9E	時
2591	8E9F	次
2592	8EA0	滋
2593	8EA1	治
2594	8EA2	爾
2595	8EA3	璽
2596	8EA4	痔
2597	8EA5	磁
2598	8EA6	示
2599	8EA7	而
2600	8EA8	耳
2601	8EA9	自
2602	8EAA	蒔
2603	8EAB	辞
2604	8EAC	汐
2605	8EAD	鹿
2606	8EAE	式
2607	8EAF	識
2608	8EB0	鴫
2609	8EB1	竺
2610	8EB2	軸
2611	8EB3	宍
2612	8EB4	雫
2613	8EB5	七
2614	8EB6	叱
2615	8EB7	執
2616	8EB8	失
2617	8EB9	嫉
2618	8EBA	室
2619	8EBB	悉
2620	8EBC	湿
2621	8EBD	漆
2622	8EBE	疾
2623	8EBF	質
2624	8EC0	実
2625	8EC1	蔀
2626	8EC2	篠
2627	8EC3	偲
2628	8EC4	柴
2629	8EC5	芝
2630	8EC6	屡
2631	8EC7	蕊
2632	8EC8	縞
2633	8EC9	舎
2634	8ECA	写
2635	8ECB	射
2636	8ECC	捨
2637	8ECD	赦
2638	8ECE	斜
2639	8ECF	煮
2640	8ED0	社
2641	8ED1	紗
2642	8ED2	者
2643	8ED3	謝
2644	8ED4	車
2645	8ED5	遮
2646	8ED6	蛇
2647	8ED7	邪
2648	8ED8	借
2649	8ED9	勺
2650	8EDA	尺
2651	8EDB	杓
2652	8EDC	灼
2653	8EDD	爵
2654	8EDE	酌
2655	8EDF	釈
2656	8EE0	錫
2657	8EE1	若
2658	8EE2	寂
2659	8EE3	弱
2660	8EE4	惹
2661	8EE5	主
2662	8EE6	取
2663	8EE7	守
2664	8EE8	手
2665	8EE9	朱
2666	8EEA	殊
2667	8EEB	狩
2668	8EEC	珠
2669	8EED	種
2670	8EEE	腫
2671	8EEF	趣
2672	8EF0	酒
2673	8EF1	首
2674	8EF2	儒
2675	8EF3	受
2676	8EF4	呪
2677	8EF5	寿
2678	8EF6	授
2679	8EF7	樹
2680	8EF8	綬
2681	8EF9	需
2682	8EFA	囚
2683	8EFB	収
2684	8EFC	周
2688	8F40	宗
2689	8F41	就
2690	8F42	州
2691	8F43	修
2692	8F44	愁
2693	8F45	拾
2694	8F46	洲
2695	8F47	秀
2696	8F48	秋
2697	8F49	終
2698	8F4A	繍
2699	8F4B	習
2700	8F4C	臭
2701	8F4D	舟
2702	8F4E	蒐
2703	8F4F	衆
2704	8F50	襲
2705	8F51	讐
2706	8F52	蹴
2707	8F53	輯
2708	8F54	週
2709	8F55	酋
2710	8F56	酬
2711	8F57	集
2712	8F58	醜
2713	8F59	什
2714	8F5A	住
2715	8F5B	充
2716	8F5C	十
2717	8F5D	従
2718	8F5E	戎
2719	8F5F	柔
2720	8F60	汁
2721	8F61	渋
2722	8F62	獣
2723	8F63	縦
2724	8F64	重
2725	8F65	銃
2726	8F66	叔
2727	8F67	夙
2728	8F68	宿
2729	8F69	淑
2730	8F6A	祝
2731	8F6B	縮
2732	8F6C	粛
2733	8F6D	塾
2734	8F6E	熟
2735	8F6F	出
2736	8F70	術
2737	8F71	述
2738	8F72	俊
2739	8F73	峻
2740	8F74	春
2741	8F75	瞬
2742	8F76	竣
2743	8F77	舜
2744	8F78	駿
2745	8F79	准
2746	8F7A	循
2747	8F7B	旬
2748	8F7C	楯
2749	8F7D	殉
2750	8F7E	淳
2752	8F80	準
2753	8F81	潤
2754	8F82	盾
2755	8F83	純
2756	8F84	巡
2757	8F85	遵
2758	8F86	醇
2759	8F87	順
2760	8F88	処
2761	8F89	初
2762	8F8A	所
2763	8F8B	暑
2764	8F8C	曙
2765	8F8D	渚
2766	8F8E	庶
2767	8F8F	緒
2768	8F90	署
2769	8F91	書
2770	8F92	薯
2771	8F93	藷
2772	8F94	諸
2773	8F95	助
2774	8F96	叙
2775	8F97	女
2776	8F98	序
2777	8F99	徐
2778	8F9A	恕
2779	8F9B	鋤
2780	8F9C	除
2781	8F9D	傷
2782	8F9E	償
2783	8F9F	勝
2784	8FA0	匠
2785	8FA1	升
2786	8FA2	召
2787	8FA3	哨
2788	8FA4	商
2789	8FA5	唱
2790	8FA6	嘗
2791	8FA7	奨
2792	8FA8	妾
2793	8FA9	娼
2794	8FAA	宵
2795	8FAB	将
2796	8FAC	小
2797	8FAD	少
2798	8FAE	尚
2799	8FAF	庄
2800	8FB0	床
2801	8FB1	廠
2802	8FB2	彰
2803	8FB3	承
2804	8FB4	抄
2805	8FB5	招
2806	8FB6	掌
2807	8FB7	捷
2808	8FB8	昇
2809	8FB9	昌
2810	8FBA	昭
2811	8FBB	晶
2812	8FBC	松
2813	8FBD	梢
2814	8FBE	樟
2815	8FBF	樵
2816	8FC0	沼
2817	8FC1	消
2818	8FC2	渉
2819	8FC3	湘
2820	8FC4	焼
2821	8FC5	焦
2822	8FC6	照
2823	8FC7	症
2824	8FC8	省
2825	8FC9	硝
2826	8FCA	礁
2827	8FCB	祥
2828	8FCC	称
2829	8FCD	章
2830	8FCE	笑
2831	8FCF	粧
2832	8FD0	紹
2833	8FD1	肖
2834	8FD2	菖
2835	8FD3	蒋
2836	8FD4	蕉
2837	8FD5	衝
2838	8FD6	裳
2839	8FD7	訟
2840	8FD8	証
2841	8FD9	詔
2842	8FDA	詳
2843	8FDB	象
2844	8FDC	賞
2845	8FDD	醤
2846	8FDE	鉦
2847	8FDF	鍾
2848	8FE0	鐘
2849	8FE1	障
2850	8FE2	鞘
2851	8FE3	上
2852	8FE4	丈
2853	8FE5	丞
2854	8FE6	乗
2855	8FE7	冗
2856	8FE8	剰
2857	8FE9	城
2858	8FEA	場
2859	8FEB	壌
2860	8FEC	嬢
2861	8FED	常
2862	8FEE	情
2863	8FEF	擾
2864	8FF0	条
2865	8FF1	杖
2866	8FF2	浄
2867	8FF3	状
2868	8FF4	畳
2869	8FF5	穣
2870	8FF6	蒸
2871	8FF7	譲
2872	8FF8	醸
2873	8FF9	錠
2874	8FFA	嘱
2875	8FFB	埴
2876	8FFC	飾
2880	9040	拭
2881	9041	植
2882	9042	殖
2883	9043	燭
2884	9044	織
2885	9045	職
2886	9046	色
2887	9047	触
2888	9048	食
2889	9049	蝕
2890	904A	辱
2891	904B	尻
2892	904C	伸
2893	904D	信
2894	904E	侵
2895	904F	唇
2896	9050	娠
2897	9051	寝
2898	9052	審
2899	9053	心
2900	9054	慎
2901	9055	振
2902	9056	新
2903	9057	晋
2904	9058	森
2905	9059	榛
2906	905A	浸
2907	905B	深
2908	905C	申
2909	905D	疹
2910	905E	真
2911	905F	神
2912	9060	秦
2913	9061	紳
2914	9062	臣
2915	9063	芯
2916	9064	薪
2917	9065	親
2918	9066	診
2919	9067	身
2920	9068	辛
2921	9069	進
2922	906A	針
2923	906B	震
2924	906C	人
2925	906D	仁
2926	906E	刃
2927	906F	塵
2928	9070	壬
2929	9071	尋
2930	9072	甚
2931	9073	尽
2932	9074	腎
2933	9075	訊
2934	9076	迅
2935	9077	陣
2936	9078	靭
2937	9079	笥
2938	907A	諏
2939	907B	須
2940	907C	酢
2941	907D	図
2942	907E	厨
2944	9080	逗
2945	9081	吹
2946	9082	垂
2947	9083	帥
2948	9084	推
2949	9085	水
2950	9086	炊
2951	9087	睡
2952	9088	粋
2953	9089	翠
2954	908A	衰
2955	908B	遂
2956	908C	酔
2957	908D	錐
2958	908E	錘
2959	908F	随
2960	9090	瑞
2961	9091	髄
2962	9092	崇
2963	9093	嵩
2964	9094	数
2965	9095	枢
2966	9096	趨
2967	9097	雛
2968	9098	据
2969	9099	杉
2970	909A	椙
2971	909B	菅
2972	909C	頗
2973	909D	雀
2974	909E	裾
2975	909F	澄
2976	90A0	摺
2977	90A1	寸
2978	90A2	世
2979	90A3	瀬
2980	90A4	畝
2981	90A5	是
2982	90A6	凄
2983	90A7	制
2984	90A8	勢
2985	90A9	姓
2986	90AA	征
2987	90AB	性
2988	90AC	成
2989	90AD	政
2990	90AE	整
2991	90AF	星
2992	90B0	晴
2993	90B1	棲
2994	90B2	栖
2995	90B3	正
2996	90B4	清
2997	90B5	牲
2998	90B6	生
2999	90B7	盛
3000	90B8	精
3001	90B9	聖
3002	90BA	声
3003	90BB	製
3004	90BC	西
3005	90BD	誠
3006	90BE	誓
3007	90BF	請
3008	90C0	逝
3009	90C1	醒
3010	90C2	青
3011	90C3	静
3012	90C4	斉
3013	90C5	税
3014	90C6	脆
3015	90C7	隻
3016	90C8	席
3017	90C9	惜
3018	90CA	戚
3019	90CB	斥
3020	90CC	昔
3021	90CD	析
3022	90CE	石
3023	90CF	積
3024	90D0	籍
3025	90D1	績
3026	90D2	脊
3027	90D3	責
3028	90D4	赤
3029	90D5	跡
3030	90D6	蹟
3031	90D7	碩
3032	90D8	切
3033	90D9	拙
3034	90DA	接
3035	90DB	摂
3036	90DC	折
3037	90DD	設
3038	90DE	窃
3039	90DF	節
3040	90E0	説
3041	90E1	雪
3042	90E2	絶
3043	90E3	舌
3044	90E4	蝉
3045	90E5	仙
3046	90E6	先
3047	90E7	千
3048	90E8	占
3049	90E9	宣
3050	90EA	専
3051	90EB	尖
3052	90EC	川
3053	90ED	戦
3054	90EE	扇
3055	90EF	撰
3056	90F0	栓
3057	90F1	栴
3058	90F2	泉
3059	90F3	浅
3060	90F4	洗
3061	90F5	染
3062	90F6	潜
3063	90F7	煎
3064	90F8	煽
3065	90F9	旋
3066	90FA	穿
3067	90FB	箭
3068	90FC	線
3072	9140	繊
3073	9141	羨
3074	9142	腺
3075	9143	舛
3076	9144	船
3077	9145	薦
3078	9146	詮
3079	9147	賎
3080	9148	践
3081	9149	選
3082	914A	遷
3083	914B	銭
3084	914C	銑
3085	914D	閃
3086	914E	鮮
3087	914F	前
3088	9150	善
3089	9151	漸
3090	9152	然
3091	9153	全
3092	9154	禅
3093	9155	繕
3094	9156	膳
3095	9157	糎
3096	9158	噌
3097	9159	塑
3098	915A	岨
3099	915B	措
3100	915C	曾
3101	915D	曽
3102	915E	楚
3103	915F	狙
3104	9160	疏
3105	9161	疎
3106	9162	礎
3107	9163	祖
3108	9164	租
3109	9165	粗
3110	9166	素
3111	9167	組
3112	9168	蘇
3113	9169	訴
3114	916A	阻
3115	916B	遡
3116	916C	鼠
3117	916D	僧
3118	916E	創
3119	916F	双
3120	9170	叢
3121	9171	倉
3122	9172	喪
3123	9173	壮
3124	9174	奏
3125	9175	爽
3126	9176	宋
3127	9177	層
3128	9178	匝
3129	9179	惣
3130	917A	想
3131	917B	捜
3132	917C	掃
3133	917D	挿
3134	917E	掻
3136	9180	操
3137	9181	早
3138	9182	曹
3139	9183	巣
3140	9184	槍
3141	9185	槽
3142	9186	漕
3143	9187	燥
3144	9188	争
3145	9189	痩
3146	918A	相
3147	918B	窓
3148	918C	糟
3149	918D	総
3150	918E	綜
3151	918F	聡
3152	9190	草
3153	9191	荘
3154	9192	葬
3155	9193	蒼
3156	9194	藻
3157	9195	装
3158	9196	走
3159	9197	送
3160	9198	遭
3161	9199	鎗
3162	919A	霜
3163	919B	騒
3164	919C	像
3165	919D	増
3166	919E	憎
3167	919F	臓
3168	91A0	蔵
3169	91A1	贈
3170	91A2	造
3171	91A3	促
3172	91A4	側
3173	91A5	則
3174	91A6	即
3175	91A7	息
3176	91A8	捉
3177	91A9	束
3178	91AA	測
3179	91AB	足
3180	91AC	速
3181	91AD	俗
3182	91AE	属
3183	91AF	賊
3184	91B0	族
3185	91B1	続
3186	91B2	卒
3187	91B3	袖
3188	91B4	其
3189	91B5	揃
3190	91B6	存
3191	91B7	孫
3192	91B8	尊
3193	91B9	損
3194	91BA	村
3195	91BB	遜
3196	91BC	他
3197	91BD	多
3198	91BE	太
3199	91BF	汰
3200	91C0	詑
3201	91C1	唾
3202	91C2	堕
3203	91C3	妥
3204	91C4	惰
3205	91C5	打
3206	91C6	柁
3207	91C7	舵
3208	91C8	楕
3209	91C9	陀
3210	91CA	駄
3211	91CB	騨
3212	91CC	体
3213	91CD	堆
3214	91CE	対
3215	91CF	耐
3216	91D0	岱
3217	91D1	帯
3218	91D2	待
3219	91D3	怠
3220	91D4	態
3221	91D5	戴
3222	91D6	替
3223	91D7	泰
3224	91D8	滞
3225	91D9	胎
3226	91DA	腿
3227	91DB	苔
3228	91DC	袋
3229	91DD	貸
3230	91DE	退
3231	91DF	逮
3232	91E0	隊
3233	91E1	黛
3234	91E2	鯛
3235	91E3	代
3236	91E4	台
3237	91E5	大
3238	91E6	第
3239	91E7	醍
3240	91E8	題
3241	91E9	鷹
3242	91EA	滝
3243	91EB	瀧
3244	91EC	卓
3245	91ED	啄
3246	91EE	宅
3247	91EF	托
3248	91F0	択
3249	91F1	拓
3250	91F2	沢
3251	91F3	濯
3252	91F4	琢
3253	91F5	託
3254	91F6	鐸
3255	91F7	濁
3256	91F8	諾
3257	91F9	茸
3258	91FA	凧
3259	91FB	蛸
3260	91FC	只
3264	9240	叩
3265	9241	但
3266	9242	達
3267	9243	辰
3268	9244	奪
3269	9245	脱
3270	9246	巽
3271	9247	竪
3272	9248	辿
3273	9249	棚
3274	924A	谷
3275	924B	狸
3276	924C	鱈
3277	924D	樽
3278	924E	誰
3279	924F	丹
3280	9250	単
3281	9251	嘆
3282	9252	坦
3283	9253	担
3284	9254	探
3285	9255	旦
3286	9256	歎
3287	9257	淡
3288	9258	湛
3289	9259	炭
3290	925A	短
3291	925B	端
3292	925C	箪
3293	925D	綻
3294	925E	耽
3295	925F	胆
3296	9260	蛋
3297	9261	誕
3298	9262	鍛
3299	9263	団
3300	9264	壇
3301	9265	弾
3302	9266	断
3303	9267	暖
3304	9268	檀
3305	9269	段
3306	926A	男
3307	926B	談
3308	926C	値
3309	926D	知
3310	926E	地
3311	926F	弛
3312	9270	恥
3313	9271	智
3314	9272	池
3315	9273	痴
3316	9274	稚
3317	9275	置
3318	9276	致
3319	9277	蜘
3320	9278	遅
3321	9279	馳
3322	927A	築
3323	927B	畜
3324	927C	竹
3325	927D	筑
3326	927E	蓄
3328	9280	逐
3329	9281	秩
3330	9282	窒
3331	9283	茶
3332	9284	嫡
3333	9285	着
3334	9286	中
3335	9287	仲
3336	9288	宙
3337	9289	忠
3338	928A	抽
3339	928B	昼
3340	928C	柱
3341	928D	注
3342	928E	虫
3343	928F	衷
3344	9290	註
3345	9291	酎
3346	9292	鋳
3347	9293	駐
3348	9294	樗
3349	9295	瀦
3350	9296	猪
3351	9297	苧
3352	9298	著
3353	9299	貯
3354	929A	丁
3355	929B	兆
3356	929C	凋
3357	929D	喋
3358	929E	寵
3359	929F	帖
3360	92A0	帳
3361	92A1	庁
3362	92A2	弔
3363	92A3	張
3364	92A4	彫
3365	92A5	徴
3366	92A6	懲
3367	92A7	挑
3368	92A8	暢
3369	92A9	朝
3370	92AA	潮
3371	92AB	牒
3372	92AC	町
3373	92AD	眺
3374	92AE	聴
3375	92AF	脹
3376	92B0	腸
3377	92B1	蝶
3378	92B2	調
3379	92B3	諜
3380	92B4	超
3381	92B5	跳
3382	92B6	銚
3383	92B7	長
3384	92B8	頂
3385	92B9	鳥
3386	92BA	勅
3387	92BB	捗
3388	92BC	直
3389	92BD	朕
3390	92BE	沈
3391	92BF	珍
3392	92C0	賃
3393	92C1	鎮
3394	92C2	陳
3395	92C3	津
3396	92C4	墜
3397	92C5	椎
3398	92C6	槌
3399	92C7	追
3400	92C8	鎚
3401	92C9	痛
3402	92CA	通
3403	92CB	塚
3404	92CC	栂
3405	92CD	掴
3406	92CE	槻
3407	92CF	佃
3408	92D0	漬
3409	92D1	柘
3410	92D2	辻
3411	92D3	蔦
3412	92D4	綴
3413	92D5	鍔
3414	92D6	椿
3415	92D7	潰
3416	92D8	坪
3417	92D9	壷
3418	92DA	嬬
3419	92DB	紬
3420	92DC	爪
3421	92DD	吊
3422	92DE	釣
3423	92DF	鶴
3424	92E0	亭
3425	92E1	低
3426	92E2	停
3427	92E3	偵
3428	92E4	剃
3429	92E5	貞
3430	92E6	呈
3431	92E7	堤
3432	92E8	定
3433	92E9	帝
3434	92EA	底
3435	92EB	庭
3436	92EC	廷
3437	92ED	弟
3438	92EE	悌
3439	92EF	抵
3440	92F0	挺
3441	92F1	提
3442	92F2	梯
3443	92F3	汀
3444	92F4	碇
3445	92F5	禎
3446	92F6	程
3447	92F7	締
3448	92F8	艇
3449	92F9	訂
3450	92FA	諦
3451	92FB	蹄
3452	92FC	逓
3456	9340	邸
3457	9341	鄭
3458	9342	釘
3459	9343	鼎
3460	9344	泥
3461	9345	摘
3462	9346	擢
3463	9347	敵
3464	9348	滴
3465	9349	的
3466	934A	笛
3467	934B	適
3468	934C	鏑
3469	934D	溺
3470	934E	哲
3471	934F	徹
3472	9350	撤
3473	9351	轍
3474	9352	迭
3475	9353	鉄
3476	9354	典
3477	9355	填
3478	9356	天
3479	9357	展
3480	9358	店
3481	9359	添
3482	935A	纏
3483	935B	甜
3484	935C	貼
3485	935D	転
3486	935E	顛
3487	935F	点
3488	9360	伝
3489	9361	殿
3490	9362	澱
3491	9363	田
3492	9364	電
3493	9365	兎
3494	9366	吐
3495	9367	堵
3496	9368	塗
3497	9369	妬
3498	936A	屠
3499	936B	徒
3500	936C	斗
3501	936D	杜
3502	936E	渡
3503	936F	登
3504	9370	菟
3505	9371	賭
3506	9372	途
3507	9373	都
3508	9374	鍍
3509	9375	砥
3510	9376	砺
3511	9377	努
3512	9378	度
3513	9379	土
3514	937A	奴
3515	937B	怒
3516	937C	倒
3517	937D	党
3518	937E	冬
3520	9380	凍
3521	9381	刀
3522	9382	唐
3523	9383	塔
3524	9384	塘
3525	9385	套
3526	9386	宕
3527	9387	島
3528	9388	嶋
3529	9389	悼
3530	938A	投
3531	938B	搭
3532	938C	東
3533	938D	桃
3534	938E	梼
3535	938F	棟
3536	9390	盗
3537	9391	淘
3538	9392	湯
3539	9393	涛
3540	9394	灯
3541	9395	燈
3542	9396	当
3543	9397	痘
3544	9398	祷
3545	9399	等
3546	939A	答
3547	939B	筒
3548	939C	糖
3549	939D	統
3550	939E	到
3551	939F	董
3552	93A0	蕩
3553	93A1	藤
3554	93A2	討
3555	93A3	謄
3556	93A4	豆
3557	93A5	踏
3558	93A6	逃
3559	93A7	透
3560	93A8	鐙
3561	93A9	陶
3562	93AA	頭
3563	93AB	騰
3564	93AC	闘
3565	93AD	働
3566	93AE	動
3567	93AF	同
3568	93B0	堂
3569	93B1	導
3570	93B2	憧
3571	93B3	撞
3572	93B4	洞
3573	93B5	瞳
3574	93B6	童
3575	93B7	胴
3576	93B8	萄
3577	93B9	道
3578	93BA	銅
3579	93BB	峠
3580	93BC	鴇
3581	93BD	匿
3582	93BE	得
3583	93BF	徳
3584	93C0	涜
3585	93C1	特
3586	93C2	督
3587	93C3	禿
3588	93C4	篤
3589	93C5	毒
3590	93C6	独
3591	93C7	読
3592	93C8	栃
3593	93C9	橡
3594	93CA	凸
3595	93CB	突
3596	93CC	椴
3597	93CD	届
3598	93CE	鳶
3599	93CF	苫
3600	93D0	寅
3601	93D1	酉
3602	93D2	瀞
3603	93D3	噸
3604	93D4	屯
3605	93D5	惇
3606	93D6	敦
3607	93D7	沌
3608	93D8	豚
3609	93D9	遁
3610	93DA	頓
3611	93DB	呑
3612	93DC	曇
3613	93DD	鈍
3614	93DE	奈
3615	93DF	那
3616	93E0	内
3617	93E1	乍
3618	93E2	凪
3619	93E3	薙
3620	93E4	謎
3621	93E5	灘
3622	93E6	捺
3623	93E7	鍋
3624	93E8	楢
3625	93E9	馴
3626	93EA	縄
3627	93EB	畷
3628	93EC	南
3629	93ED	楠
3630	93EE	軟
3631	93EF	難
3632	93F0	汝
3633	93F1	二
3634	93F2	尼
3635	93F3	弐
3636	93F4	迩
3637	93F5	匂
3638	93F6	賑
3639	93F7	肉
3640	93F8	虹
3641	93F9	廿
3642	93FA	日
3643	93FB	乳
3644	93FC	入
3648	9440	如
3649	9441	尿
3650	9442	韮
3651	9443	任
3652	9444	妊
3653	9445	忍
3654	9446	認
3655	9447	濡
3656	9448	禰
3657	9449	祢
3658	944A	寧
3659	944B	葱
3660	944C	猫
3661	944D	熱
3662	944E	年
3663	944F	念
3664	9450	捻
3665	9451	撚
3666	9452	燃
3667	9453	粘
3668	9454	乃
3669	9455	廼
3670	9456	之
3671	9457	埜
3672	9458	嚢
3673	9459	悩
3674	945A	濃
3675	945B	納
3676	945C	能
3677	945D	脳
3678	945E	膿
3679	945F	農
3680	9460	覗
3681	9461	蚤
3682	9462	巴
3683	9463	把
3684	9464	播
3685	9465	覇
3686	9466	杷
3687	9467	波
3688	9468	派
3689	9469	琶
3690	946A	破
3691	946B	婆
3692	946C	罵
3693	946D	芭
3694	946E	馬
3695	946F	俳
3696	9470	廃
3697	9471	拝
3698	9472	排
3699	9473	敗
3700	9474	杯
3701	9475	盃
3702	9476	牌
3703	9477	背
3704	9478	肺
3705	9479	輩
3706	947A	配
3707	947B	倍
3708	947C	培
3709	947D	媒
3710	947E	梅
3712	9480	楳
3713	9481	煤
3714	9482	狽
3715	9483	買
